sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,edu_domain_compat,exp_domain_ratio,label
0.856825,0.1,0.5,0.5,0.856825,0.1,0.0,0.45,0.15,0.8117
0.826706,0.1333,0.5,0.5,0.826706,0.1333,0.0,1.0,0.2,0.5404
0.85663,0.1333,0.5,0.5,0.85663,0.1333,0.0,1.0,0.2,0.5834
0.828595,0.2,0.5,0.5,0.828595,0.2,0.0,1.0,0.3,0.2414
0.862157,0.1667,0.5,0.5,0.862157,0.1667,0.0,1.0,0.25,0.5588
0.885158,0.3,0.5,0.5,0.885158,0.3,0.0,1.0,0.45,0.5673
0.892838,0.2,0.5,0.5,0.892838,0.2,0.0,1.0,0.3,0.7902
0.819445,0.2667,0.5,0.5,0.819445,0.2667,0.0,1.0,0.4001,0.5111
0.831169,0.1667,0.5,0.5,0.831169,0.1667,0.0,1.0,0.25,0.648
0.873195,0.2,0.5,0.5,0.873195,0.2,0.0,1.0,0.3,0.8009
0.862872,0.2,0.5,0.5,0.862872,0.2,0.0,1.0,0.3,0.618
0.897185,0.1667,0.5,0.5,0.897185,0.1667,0.0,1.0,0.25,0.6695
0.783297,0.0,0.5,0.5,0.783297,0.0,0.0,1.0,0.0,0.7471
0.885227,0.0667,0.5,0.5,0.885227,0.0667,0.0,1.0,0.1001,0.6426
0.872832,0.1667,0.5,0.5,0.872832,0.1667,0.0,1.0,0.25,0.6749
0.904844,0.1,0.5,0.5,0.904844,0.1,0.0,1.0,0.15,0.7341
0.875755,0.2,0.5,0.5,0.875755,0.2,0.0,1.0,0.3,0.7794
0.8661,0.3,0.5,0.5,0.8661,0.3,0.0,1.0,0.45,0.8547
0.844756,0.2333,0.5,0.5,0.844756,0.2333,0.0,1.0,0.3499,0.5995
0.86567,0.1667,0.5,0.5,0.86567,0.1667,0.0,1.0,0.25,0.6249
0.844362,0.2333,0.5,0.5,0.844362,0.2333,0.0,0.45,0.3499,0.7202
0.852267,0.2333,0.5,0.5,0.852267,0.2333,0.0,1.0,0.3499,0.7663
0.877036,0.2667,0.5,0.5,0.877036,0.2667,0.0,1.0,0.4001,0.8601
0.825514,0.2,0.5,0.5,0.825514,0.2,0.0,1.0,0.3,0.8709
0.866503,0.1667,0.5,0.5,0.866503,0.1667,0.0,1.0,0.25,0.7525
0.872726,0.2,0.5,0.5,0.872726,0.2,0.0,1.0,0.3,0.6503
0.852283,0.1333,0.5,0.5,0.852283,0.1333,0.0,1.0,0.2,0.7502
0.823782,0.2333,0.5,0.5,0.823782,0.2333,0.0,1.0,0.3499,0.455
0.858493,0.2333,0.5,0.5,0.858493,0.2333,0.0,1.0,0.3499,0.5327
0.827253,0.2667,0.5,0.5,0.827253,0.2667,0.0,1.0,0.4001,1.0
0.93232,0.2667,0.5,0.5,0.93232,0.2667,0.0,1.0,0.4001,0.8655
0.817681,0.2,0.5,0.5,0.817681,0.2,0.0,1.0,0.3,0.661
0.891203,0.2667,0.5,0.5,0.891203,0.2667,0.0,1.0,0.4001,0.8278
0.830393,0.2667,0.5,0.5,0.830393,0.2667,0.0,1.0,0.4001,0.7794
0.813255,0.2667,0.5,0.5,0.813255,0.2667,0.0,1.0,0.4001,0.731
0.857189,0.0667,0.5,0.5,0.857189,0.0667,0.0,1.0,0.1001,0.731
0.876825,0.2,0.5,0.5,0.876825,0.2,0.0,1.0,0.3,0.8171
0.840265,0.1667,0.5,0.5,0.840265,0.1667,0.0,1.0,0.25,0.5965
0.891302,0.1,0.5,0.5,0.891302,0.1,0.0,1.0,0.15,0.5834
0.878367,0.0667,0.5,0.5,0.878367,0.0667,0.0,1.0,0.1001,0.3951
0.699331,0.1,0.5,0.5,0.699331,0.1,0.0,0.8,0.15,0.5
0.85915,0.3667,0.5,0.5,0.85915,0.3667,0.0,1.0,0.5501,0.8117
0.849172,0.2667,0.5,0.5,0.849172,0.2667,0.0,1.0,0.4001,0.6587
0.873764,0.1667,0.5,0.5,0.873764,0.1667,0.0,1.0,0.25,0.6587
0.85537,0.2667,0.5,0.5,0.85537,0.2667,0.0,1.0,0.4001,0.8601
0.822473,0.2,0.5,0.5,0.822473,0.2,0.0,1.0,0.3,0.6718
0.827605,0.0667,0.5,0.5,0.827605,0.0667,0.0,1.0,0.1001,0.618
0.800901,0.1333,0.5,0.5,0.800901,0.1333,0.0,1.0,0.2,0.4927
0.798259,0.2333,0.5,0.5,0.798259,0.2333,0.0,1.0,0.3499,0.844
0.849685,0.0333,0.5,0.5,0.849685,0.0333,0.0,1.0,0.05,0.7095
0.828867,0.3,0.5,0.5,0.828867,0.3,0.0,1.0,0.45,0.7417
0.889572,0.1667,0.5,0.5,0.889572,0.1667,0.0,1.0,0.25,0.7471
0.900749,0.3333,0.5,0.5,0.900749,0.3333,0.0,1.0,0.5,0.8278
0.789486,0.1,0.5,0.5,0.789486,0.1,0.0,1.0,0.15,0.6641
0.849351,0.0667,0.5,0.5,0.849351,0.0667,0.0,1.0,0.1001,0.5865
0.861464,0.1333,0.5,0.5,0.861464,0.1333,0.0,1.0,0.2,0.7041
0.837771,0.1,0.5,0.5,0.837771,0.1,0.0,1.0,0.15,0.3613
0.898938,0.2333,0.5,0.5,0.898938,0.2333,0.0,1.0,0.3499,0.9193
0.889835,0.2,0.5,0.5,0.889835,0.2,0.0,1.0,0.3,0.6756
0.854069,0.1,0.5,0.5,0.854069,0.1,0.0,1.0,0.15,0.7256
0.847661,0.1667,0.5,0.5,0.847661,0.1667,0.0,1.0,0.25,0.8224
0.747107,0.093,0.5,0.5,0.747107,0.093,0.0,1.0,0.1395,0.2708
0.781526,0.1395,0.5,0.5,0.781526,0.1395,0.0,1.0,0.2093,0.1181
0.777268,0.0698,0.5,0.5,0.777268,0.0698,0.0,0.8,0.1047,0.1453
0.767335,0.0465,0.5,0.5,0.767335,0.0465,0.0,1.0,0.0698,0.1154
0.762427,0.093,0.5,0.5,0.762427,0.093,0.0,1.0,0.1395,0.4802
0.789203,0.0465,0.5,0.5,0.789203,0.0465,0.0,1.0,0.0698,0.1603
0.759932,0.1163,0.5,0.5,0.759932,0.1163,0.0,1.0,0.1744,0.2276
0.765358,0.0465,0.5,0.5,0.765358,0.0465,0.0,0.8,0.0698,0.125
0.730469,0.0698,0.5,0.5,0.730469,0.0698,0.0,1.0,0.1047,0.1362
0.818816,0.0465,0.5,0.5,0.818816,0.0465,0.0,1.0,0.0698,0.0785
0.793855,0.0233,0.5,0.5,0.793855,0.0233,0.0,1.0,0.035,0.148
0.758697,0.0698,0.5,0.5,0.758697,0.0698,0.0,1.0,0.1047,0.125
0.79041,0.093,0.5,0.5,0.79041,0.093,0.0,1.0,0.1395,0.2222
0.765269,0.0698,0.5,0.5,0.765269,0.0698,0.0,1.0,0.1047,0.1571
0.76145,0.0465,0.5,0.5,0.76145,0.0465,0.0,1.0,0.0698,0.2334
0.817653,0.0698,0.5,0.5,0.817653,0.0698,0.0,1.0,0.1047,0.3809
0.801116,0.093,0.5,0.5,0.801116,0.093,0.0,1.0,0.1395,0.4354
0.754406,0.093,0.5,0.5,0.754406,0.093,0.0,1.0,0.1395,0.4653
0.756463,0.0698,0.5,0.5,0.756463,0.0698,0.0,1.0,0.1047,0.5
0.826574,0.0465,0.5,0.5,0.826574,0.0465,0.0,1.0,0.0698,0.2821
0.797858,0.0465,0.5,0.5,0.797858,0.0465,0.0,1.0,0.0698,0.1442
0.775932,0.0698,0.5,0.5,0.775932,0.0698,0.0,1.0,0.1047,0.1736
0.800356,0.0233,0.5,0.5,0.800356,0.0233,0.0,1.0,0.035,0.1624
0.759163,0.0698,0.5,0.5,0.759163,0.0698,0.0,1.0,0.1047,0.148
0.795459,0.093,0.5,0.5,0.795459,0.093,0.0,1.0,0.1395,0.125
0.776119,0.0698,0.5,0.5,0.776119,0.0698,0.0,1.0,0.1047,0.2185
0.775432,0.0698,0.5,0.5,0.775432,0.0698,0.0,1.0,0.1047,0.1362
0.791674,0.093,0.5,0.5,0.791674,0.093,0.0,0.45,0.1395,0.1779
0.789762,0.0465,0.5,0.5,0.789762,0.0465,0.0,1.0,0.0698,0.1886
0.790905,0.0465,0.5,0.5,0.790905,0.0465,0.0,1.0,0.0698,0.125
0.750496,0.0233,0.5,0.5,0.750496,0.0233,0.0,1.0,0.035,0.1271
0.791176,0.0465,0.5,0.5,0.791176,0.0465,0.0,1.0,0.0698,0.125
0.785477,0.0465,0.5,0.5,0.785477,0.0465,0.0,1.0,0.0698,0.1341
0.775047,0.0233,0.5,0.5,0.775047,0.0233,0.0,1.0,0.035,0.1266
0.775047,0.0233,0.5,0.5,0.775047,0.0233,0.0,1.0,0.035,0.1266
0.799347,0.0233,0.5,0.5,0.799347,0.0233,0.0,1.0,0.035,0.1677
0.782569,0.0698,0.5,0.5,0.782569,0.0698,0.0,1.0,0.1047,0.1811
0.737106,0.0698,0.5,0.5,0.737106,0.0698,0.0,1.0,0.1047,0.125
0.758636,0.0698,0.5,0.5,0.758636,0.0698,0.0,1.0,0.1047,0.125
0.800918,0.093,0.5,0.5,0.800918,0.093,0.0,1.0,0.1395,0.2393
0.73588,0.0233,0.5,0.5,0.73588,0.0233,0.0,1.0,0.035,0.0994
0.806112,0.093,0.5,0.5,0.806112,0.093,0.0,1.0,0.1395,0.4167
0.78173,0.0698,0.5,0.5,0.78173,0.0698,0.0,1.0,0.1047,0.2596
0.791486,0.0233,0.5,0.5,0.791486,0.0233,0.0,1.0,0.035,0.1811
0.768379,0.0465,0.5,0.5,0.768379,0.0465,0.0,1.0,0.0698,0.3178
0.80237,0.0698,0.5,0.5,0.80237,0.0698,0.0,1.0,0.1047,0.1587
0.759217,0.0465,0.5,0.5,0.759217,0.0465,0.0,1.0,0.0698,0.125
0.791692,0.093,0.5,0.5,0.791692,0.093,0.0,1.0,0.1395,0.2559
0.770186,0.0465,0.5,0.5,0.770186,0.0465,0.0,1.0,0.0698,0.1362
0.72234,0.0698,0.5,0.5,0.72234,0.0698,0.0,0.8,0.1047,0.3584
0.779283,0.0698,0.5,0.5,0.779283,0.0698,0.0,1.0,0.1047,0.1218
0.76755,0.0233,0.5,0.5,0.76755,0.0233,0.0,1.0,0.035,0.0759
0.817671,0.0698,0.5,0.5,0.817671,0.0698,0.0,1.0,0.1047,0.2821
0.767952,0.0465,0.5,0.5,0.767952,0.0465,0.0,1.0,0.0698,0.1928
0.764197,0.1628,0.5,0.5,0.764197,0.1628,0.0,1.0,0.2442,0.1886
0.743259,0.093,0.5,0.5,0.743259,0.093,0.0,1.0,0.1395,0.1341
0.766243,0.0465,0.5,0.5,0.766243,0.0465,0.0,1.0,0.0698,0.125
0.762214,0.0465,0.5,0.5,0.762214,0.0465,0.0,1.0,0.0698,0.2244
0.736401,0.0465,0.5,0.5,0.736401,0.0465,0.0,0.8,0.0698,0.125
0.773552,0.0698,0.5,0.5,0.773552,0.0698,0.0,1.0,0.1047,0.2137
0.761315,0.1628,0.5,0.5,0.761315,0.1628,0.0,1.0,0.2442,0.1474
0.743393,0.0465,0.5,0.5,0.743393,0.0465,0.0,1.0,0.0698,0.1154
0.753047,0.0233,0.5,0.5,0.753047,0.0233,0.0,1.0,0.035,0.2671
0.858672,0.093,0.5,0.5,0.858672,0.093,0.0,1.0,0.1395,0.4503
0.774394,0.0233,0.5,0.5,0.774394,0.0233,0.0,1.0,0.035,0.211
0.780057,0.093,0.5,0.5,0.780057,0.093,0.0,1.0,0.1395,0.1533
0.74401,0.0,0.5,0.5,0.74401,0.0,0.0,1.0,0.0,0.1437
0.731985,0.093,0.5,0.5,0.731985,0.093,0.0,0.45,0.1395,0.2409
0.845111,0.186,0.5,0.5,0.845111,0.186,0.0,1.0,0.279,0.6074
0.747634,0.0,0.5,0.5,0.747634,0.0,0.0,1.0,0.0,0.1042
0.776072,0.0698,0.5,0.5,0.776072,0.0698,0.0,1.0,0.1047,0.1923
0.771183,0.0233,0.5,0.5,0.771183,0.0233,0.0,1.0,0.035,0.2094
0.762431,0.0698,0.5,0.5,0.762431,0.0698,0.0,1.0,0.1047,0.234
0.770037,0.0465,0.5,0.5,0.770037,0.0465,0.0,1.0,0.0698,0.1549
0.76369,0.0698,0.5,0.5,0.76369,0.0698,0.0,1.0,0.1047,0.125
0.778332,0.0698,0.5,0.5,0.778332,0.0698,0.0,1.0,0.1047,0.125
0.801305,0.0698,0.5,0.5,0.801305,0.0698,0.0,1.0,0.1047,0.398
0.777092,0.0465,0.5,0.5,0.777092,0.0465,0.0,1.0,0.0698,0.1362
0.749489,0.0465,0.5,0.5,0.749489,0.0465,0.0,1.0,0.0698,0.2911
0.737622,0.0465,0.5,0.5,0.737622,0.0465,0.0,0.8,0.0698,0.1362
0.76423,0.093,0.5,0.5,0.76423,0.093,0.0,1.0,0.1395,0.2041
0.789865,0.0698,0.5,0.5,0.789865,0.0698,0.0,1.0,0.1047,0.125
0.787032,0.093,0.5,0.5,0.787032,0.093,0.0,1.0,0.1395,0.2169
0.769317,0.0465,0.5,0.5,0.769317,0.0465,0.0,1.0,0.0698,0.1362
0.833217,0.1395,0.5,0.5,0.833217,0.1395,0.0,1.0,0.2093,0.6074
0.798864,0.093,0.5,0.5,0.798864,0.093,0.0,1.0,0.1395,0.1453
0.759194,0.0465,0.5,0.5,0.759194,0.0465,0.0,0.45,0.0698,0.1106
0.733896,0.0465,0.5,0.5,0.733896,0.0465,0.0,1.0,0.0698,0.1362
0.765574,0.0233,0.5,0.5,0.765574,0.0233,0.0,1.0,0.035,0.3162
0.729597,0.0465,0.5,0.5,0.729597,0.0465,0.0,1.0,0.0698,0.5
0.787004,0.0698,0.5,0.5,0.787004,0.0698,0.0,1.0,0.1047,0.2131
0.741631,0.0465,0.5,0.5,0.741631,0.0465,0.0,1.0,0.0698,0.1362
0.804361,0.0465,0.5,0.5,0.804361,0.0465,0.0,1.0,0.0698,0.25
0.802172,0.0233,0.5,0.5,0.802172,0.0233,0.0,1.0,0.035,0.1683
0.763369,0.0233,0.5,0.5,0.763369,0.0233,0.0,1.0,0.035,0.1736
0.787317,0.0698,0.5,0.5,0.787317,0.0698,0.0,1.0,0.1047,0.1346
0.769126,0.0698,0.5,0.5,0.769126,0.0698,0.0,0.45,0.1047,0.1362
0.759631,0.093,0.5,0.5,0.759631,0.093,0.0,1.0,0.1395,0.4728
0.753225,0.0698,0.5,0.5,0.753225,0.0698,0.0,1.0,0.1047,0.1699
0.77405,0.093,0.5,0.5,0.77405,0.093,0.0,1.0,0.1395,0.1832
0.779924,0.0698,0.5,0.5,0.779924,0.0698,0.0,1.0,0.1047,0.1138
0.760843,0.0233,0.5,0.5,0.760843,0.0233,0.0,1.0,0.035,0.1266
0.766821,0.0698,0.5,0.5,0.766821,0.0698,0.0,1.0,0.1047,0.2372
0.781189,0.093,0.5,0.5,0.781189,0.093,0.0,1.0,0.1395,0.2153
0.787057,0.0465,0.5,0.5,0.787057,0.0465,0.0,1.0,0.0698,0.101
0.793061,0.0698,0.5,0.5,0.793061,0.0698,0.0,1.0,0.1047,0.2041
0.805966,0.1628,0.5,0.5,0.805966,0.1628,0.0,1.0,0.2442,0.5043
0.771025,0.0233,0.5,0.5,0.771025,0.0233,0.0,1.0,0.035,0.0994
0.7394,0.0465,0.5,0.5,0.7394,0.0465,0.0,1.0,0.0698,0.2933
0.759478,0.0465,0.5,0.5,0.759478,0.0465,0.0,1.0,0.0698,0.2222
0.774958,0.0465,0.5,0.5,0.774958,0.0465,0.0,1.0,0.0698,0.187
0.770677,0.0698,0.5,0.5,0.770677,0.0698,0.0,1.0,0.1047,0.2618
0.761635,0.0465,0.5,0.5,0.761635,0.0465,0.0,0.45,0.0698,0.1736
0.799042,0.0465,0.5,0.5,0.799042,0.0465,0.0,1.0,0.0698,0.1042
0.841603,0.1163,0.5,0.5,0.841603,0.1163,0.0,1.0,0.1744,0.5588
0.761978,0.1579,0.5,0.5,0.761978,0.1579,0.0,0.8,0.2369,0.4194
0.845206,0.2105,0.5,0.5,0.845206,0.2105,0.0,0.8,0.3157,0.7799
0.829685,0.1053,0.5,0.5,0.829685,0.1053,0.0,0.8,0.158,0.5458
0.816298,0.2105,0.5,0.5,0.816298,0.2105,0.0,0.8,0.3157,0.6722
0.806643,0.0526,0.5,0.5,0.806643,0.0526,0.0,0.8,0.0789,0.2943
0.75105,0.0789,0.5,0.5,0.75105,0.0789,0.0,0.8,0.1183,0.291
0.851323,0.1316,0.5,0.5,0.851323,0.1316,0.0,0.8,0.1974,0.4475
0.834045,0.0789,0.5,0.5,0.834045,0.0789,0.0,0.8,0.1183,0.1177
0.867733,0.1579,0.5,0.5,0.867733,0.1579,0.0,0.8,0.2369,0.2722
0.829797,0.0263,0.5,0.5,0.829797,0.0263,0.0,0.8,0.0394,0.2977
0.79653,0.1579,0.5,0.5,0.79653,0.1579,0.0,0.8,0.2369,0.4054
0.810058,0.1579,0.5,0.5,0.810058,0.1579,0.0,0.8,0.2369,0.3184
0.793784,0.0789,0.5,0.5,0.793784,0.0789,0.0,0.8,0.1183,0.2702
0.8471,0.0526,0.5,0.5,0.8471,0.0526,0.0,0.8,0.0789,0.6488
0.833216,0.0526,0.5,0.5,0.833216,0.0526,0.0,0.8,0.0789,0.2241
0.746482,0.1316,0.5,0.5,0.746482,0.1316,0.0,0.8,0.1974,0.3585
0.848015,0.1579,0.5,0.5,0.848015,0.1579,0.0,0.8,0.2369,0.5084
0.834081,0.1053,0.5,0.5,0.834081,0.1053,0.0,0.8,0.158,0.396
0.812868,0.1579,0.5,0.5,0.812868,0.1579,0.0,0.8,0.2369,0.705
0.835633,0.1316,0.5,0.5,0.835633,0.1316,0.0,0.8,0.1974,0.6676
0.810576,0.1579,0.5,0.5,0.810576,0.1579,0.0,0.8,0.2369,0.4689
0.789957,0.0526,0.5,0.5,0.789957,0.0526,0.0,0.8,0.0789,0.3866
0.826004,0.1579,0.5,0.5,0.826004,0.1579,0.0,0.8,0.2369,0.5926
0.82639,0.1579,0.5,0.5,0.82639,0.1579,0.0,0.8,0.2369,0.3819
0.858536,0.0789,0.5,0.5,0.858536,0.0789,0.0,0.8,0.1183,0.5833
0.813535,0.0789,0.5,0.5,0.813535,0.0789,0.0,0.8,0.1183,0.3632
0.850095,0.1316,0.5,0.5,0.850095,0.1316,0.0,0.8,0.1974,0.5365
0.882005,0.1579,0.5,0.5,0.882005,0.1579,0.0,0.8,0.2369,0.588
0.747072,0.0263,0.5,0.5,0.747072,0.0263,0.0,0.8,0.0394,0.3324
0.835203,0.1579,0.5,0.5,0.835203,0.1579,0.0,0.8,0.2369,0.7003
0.764622,0.0526,0.5,0.5,0.764622,0.0526,0.0,0.8,0.0789,0.2227
0.796428,0.0789,0.5,0.5,0.796428,0.0789,0.0,0.8,0.1183,0.3425
0.771939,0.0,0.5,0.5,0.771939,0.0,0.0,0.8,0.0,0.2027
0.800347,0.0789,0.5,0.5,0.800347,0.0789,0.0,0.8,0.1183,0.3371
0.854117,0.1579,0.5,0.5,0.854117,0.1579,0.0,0.8,0.2369,0.6957
0.815143,0.1579,0.5,0.5,0.815143,0.1579,0.0,0.8,0.2369,0.7378
0.779234,0.0789,0.5,0.5,0.779234,0.0789,0.0,0.8,0.1183,0.293
0.807067,0.0263,0.5,0.5,0.807067,0.0263,0.0,0.8,0.0394,0.2227
0.830944,0.0789,0.5,0.5,0.830944,0.0789,0.0,0.8,0.1183,0.2441
0.830335,0.1316,0.5,0.5,0.830335,0.1316,0.0,0.8,0.1974,0.602
0.848281,0.2105,0.5,0.5,0.848281,0.2105,0.0,0.8,0.3157,0.5365
0.745303,0.0789,0.5,0.5,0.745303,0.0789,0.0,0.8,0.1183,0.4181
0.738859,0.0789,0.5,0.5,0.738859,0.0789,0.0,0.8,0.1183,0.3425
0.80002,0.1053,0.5,0.5,0.80002,0.1053,0.0,0.8,0.158,0.7585
0.76934,0.1053,0.5,0.5,0.76934,0.1053,0.0,0.8,0.158,0.186
0.72959,0.1579,0.5,0.5,0.72959,0.1579,0.0,0.8,0.2369,0.5251
0.820218,0.0526,0.5,0.5,0.820218,0.0526,0.0,0.8,0.0789,0.6161
0.787946,0.1579,0.5,0.5,0.787946,0.1579,0.0,0.8,0.2369,0.3846
0.830408,0.1053,0.5,0.5,0.830408,0.1053,0.0,0.8,0.158,0.4054
0.755267,0.0526,0.5,0.5,0.755267,0.0526,0.0,0.8,0.0789,0.2448
0.763363,0.1053,0.5,0.5,0.763363,0.1053,0.0,0.8,0.158,0.194
0.810882,0.1842,0.5,0.5,0.810882,0.1842,0.0,0.8,0.2763,0.4127
0.74537,0.0789,0.5,0.5,0.74537,0.0789,0.0,0.8,0.1183,0.0863
0.818646,0.1316,0.5,0.5,0.818646,0.1316,0.0,0.8,0.1974,0.4548
0.844737,0.1579,0.5,0.5,0.844737,0.1579,0.0,0.8,0.2369,0.499
0.826233,0.1316,0.5,0.5,0.826233,0.1316,0.0,0.8,0.1974,0.6629
0.788941,0.0789,0.5,0.5,0.788941,0.0789,0.0,0.8,0.1183,0.4943
0.802942,0.0789,0.5,0.5,0.802942,0.0789,0.0,0.8,0.1183,0.8127
0.810746,0.1316,0.5,0.5,0.810746,0.1316,0.0,0.8,0.1974,0.3023
0.771327,0.0789,0.5,0.5,0.771327,0.0789,0.0,0.8,0.1183,0.4214
0.763391,0.0526,0.5,0.5,0.763391,0.0526,0.0,0.8,0.0789,0.3913
0.759626,0.2368,0.5,0.5,0.759626,0.2368,0.0,0.8,0.3552,0.2488
0.791445,0.1316,0.5,0.5,0.791445,0.1316,0.0,0.8,0.1974,0.3679
0.737356,0.2105,0.5,0.5,0.737356,0.2105,0.0,0.8,0.3157,0.5579
0.856833,0.2895,0.5,0.5,0.856833,0.2895,0.0,0.8,0.4342,0.5365
0.816893,0.1842,0.5,0.5,0.816893,0.1842,0.0,0.8,0.2763,0.6395
0.848364,0.1579,0.5,0.5,0.848364,0.1579,0.0,0.8,0.2369,0.4803
0.810343,0.1316,0.5,0.5,0.810343,0.1316,0.0,0.8,0.1974,0.2676
0.792111,0.1053,0.5,0.5,0.792111,0.1053,0.0,0.8,0.158,0.289
0.753773,0.1579,0.5,0.5,0.753773,0.1579,0.0,0.8,0.2369,0.4288
0.76859,0.2105,0.5,0.5,0.76859,0.2105,0.0,0.8,0.3157,0.7284
0.755971,0.0789,0.5,0.5,0.755971,0.0789,0.0,0.8,0.1183,0.513
0.803358,0.1316,0.5,0.5,0.803358,0.1316,0.0,0.8,0.1974,0.3492
0.773696,0.0526,0.5,0.5,0.773696,0.0526,0.0,0.8,0.0789,0.2983
0.737101,0.1316,0.5,0.5,0.737101,0.1316,0.0,0.8,0.1974,0.1672
0.737946,0.1842,0.5,0.5,0.737946,0.1842,0.0,0.8,0.2763,0.3097
0.743058,0.1842,0.5,0.5,0.743058,0.1842,0.0,0.8,0.2763,0.212
0.744489,0.1053,0.5,0.5,0.744489,0.1053,0.0,0.8,0.158,0.2769
0.762761,0.1053,0.5,0.5,0.762761,0.1053,0.0,0.8,0.158,0.3819
0.794045,0.0789,0.5,0.5,0.794045,0.0789,0.0,0.8,0.1183,0.5973
0.791253,0.1053,0.5,0.5,0.791253,0.1053,0.0,0.8,0.158,0.1344
0.827833,0.1053,0.5,0.5,0.827833,0.1053,0.0,0.8,0.158,0.3612
0.816781,0.1579,0.5,0.5,0.816781,0.1579,0.0,0.8,0.2369,0.705
0.734819,0.1053,0.5,0.5,0.734819,0.1053,0.0,0.8,0.158,0.3518
0.782795,0.1053,0.5,0.5,0.782795,0.1053,0.0,0.8,0.158,0.5692
0.784443,0.0526,0.5,0.5,0.784443,0.0526,0.0,0.8,0.0789,0.5365
0.769526,0.1053,0.5,0.5,0.769526,0.1053,0.0,0.8,0.158,0.3438
0.765653,0.0526,0.5,0.5,0.765653,0.0526,0.0,0.8,0.0789,0.2963
0.798237,0.0789,0.5,0.5,0.798237,0.0789,0.0,0.8,0.1183,0.307
0.790039,0.1316,0.5,0.5,0.790039,0.1316,0.0,0.8,0.1974,0.198
0.770656,0.1316,0.5,0.5,0.770656,0.1316,0.0,0.8,0.1974,0.5177
0.800459,0.1053,0.5,0.5,0.800459,0.1053,0.0,0.8,0.158,0.1672
0.74115,0.1053,0.5,0.5,0.74115,0.1053,0.0,0.8,0.158,0.3659
0.737872,0.0789,0.5,0.5,0.737872,0.0789,0.0,0.8,0.1183,0.2214
0.769043,0.1316,0.5,0.5,0.769043,0.1316,0.0,0.8,0.1974,0.2722
0.748712,0.0526,0.5,0.5,0.748712,0.0526,0.0,0.8,0.0789,0.2696
0.753254,0.0263,0.5,0.5,0.753254,0.0263,0.0,0.8,0.0394,0.2769
0.759821,0.0263,0.5,0.5,0.759821,0.0263,0.0,0.8,0.0394,0.192
0.724877,0.0789,0.5,0.5,0.724877,0.0789,0.0,0.8,0.1183,0.1692
0.707156,0.1053,0.5,0.5,0.707156,0.1053,0.0,0.8,0.158,0.3726
0.821249,0.1579,0.5,0.5,0.821249,0.1579,0.0,0.8,0.2369,0.5645
0.753968,0.1579,0.5,0.5,0.753968,0.1579,0.0,0.8,0.2369,0.8829
0.759137,0.0789,0.5,0.5,0.759137,0.0789,0.0,0.8,0.1183,0.1579
0.786491,0.0526,0.5,0.5,0.786491,0.0526,0.0,0.8,0.0789,0.2388
0.813544,0.1579,0.5,0.5,0.813544,0.1579,0.0,0.8,0.2369,0.7144
0.789121,0.1053,0.5,0.5,0.789121,0.1053,0.0,0.8,0.158,0.305
0.79135,0.1316,0.5,0.5,0.79135,0.1316,0.0,0.8,0.1974,0.4662
0.794064,0.1579,0.5,0.5,0.794064,0.1579,0.0,0.8,0.2369,0.4428
0.786779,0.0263,0.5,0.5,0.786779,0.0263,0.0,0.8,0.0394,0.1425
0.817665,0.0789,0.5,0.5,0.817665,0.0789,0.0,0.8,0.1183,0.4736
0.720374,0.0526,0.5,0.5,0.720374,0.0526,0.0,0.8,0.0789,0.2281
0.738465,0.1316,0.5,0.5,0.738465,0.1316,0.0,0.8,0.1974,0.1184
0.760785,0.0526,0.5,0.5,0.760785,0.0526,0.0,0.8,0.0789,0.1632
0.755613,0.0263,0.5,0.5,0.755613,0.0263,0.0,0.8,0.0394,0.2187
0.742389,0.0,0.5,0.5,0.742389,0.0,0.0,0.8,0.0,0.1117
0.82424,0.1579,0.5,0.5,0.82424,0.1579,0.0,0.8,0.2369,0.3987
0.79554,0.0526,0.5,0.5,0.79554,0.0526,0.0,0.8,0.0789,0.4803
0.769302,0.0962,0.5,0.5,0.769302,0.0962,0.0,1.0,0.1443,0.4534
0.795868,0.0962,0.5,0.5,0.795868,0.0962,0.0,1.0,0.1443,0.3689
0.764045,0.0385,0.5,0.5,0.764045,0.0385,0.0,1.0,0.0577,0.1242
0.711674,0.0577,0.5,0.5,0.711674,0.0577,0.0,0.45,0.0866,0.447
0.796415,0.0577,0.5,0.5,0.796415,0.0577,0.0,1.0,0.0866,0.2425
0.763243,0.0385,0.5,0.5,0.763243,0.0385,0.0,1.0,0.0577,0.1726
0.774113,0.0769,0.5,0.5,0.774113,0.0769,0.0,0.8,0.1153,0.1338
0.700569,0.0192,0.5,0.5,0.700569,0.0192,0.0,0.45,0.0288,0.1562
0.742899,0.0385,0.5,0.5,0.742899,0.0385,0.0,1.0,0.0577,0.2402
0.790632,0.0962,0.5,0.5,0.790632,0.0962,0.0,1.0,0.1443,0.1936
0.78196,0.0769,0.5,0.5,0.78196,0.0769,0.0,1.0,0.1153,0.0826
0.74807,0.0769,0.5,0.5,0.74807,0.0769,0.0,1.0,0.1153,0.1849
0.767931,0.0577,0.5,0.5,0.767931,0.0577,0.0,1.0,0.0866,0.179
0.766219,0.0577,0.5,0.5,0.766219,0.0577,0.0,1.0,0.0866,0.1562
