sem_bge,comp_bge,exp_bge,form_bge,sem_v2,skills_raw,edu_gap,edu_domain_compat,exp_domain_ratio,label
0.790002,0.0435,0.5,0.5,0.790002,0.0435,0.0,1.0,0.0653,0.2921
0.726794,0.1304,0.5,0.5,0.726794,0.1304,0.0,1.0,0.1956,0.2145
0.776887,0.1304,0.5,0.5,0.776887,0.1304,0.0,1.0,0.1956,0.4433
0.767881,0.1304,0.5,0.5,0.767881,0.1304,0.0,1.0,0.1956,0.3779
0.767356,0.1739,0.5,0.5,0.767356,0.1739,0.0,1.0,0.2609,0.7068
0.767883,0.1304,0.5,0.5,0.767883,0.1304,0.0,1.0,0.1956,0.2554
0.7786,0.087,0.5,0.5,0.7786,0.087,0.0,1.0,0.1305,0.3493
0.697925,0.0435,0.5,0.5,0.697925,0.0435,0.0,1.0,0.0653,0.049
0.837794,0.1739,0.5,0.5,0.837794,0.1739,0.0,1.0,0.2609,0.7283
0.744532,0.0,0.5,0.5,0.744532,0.0,0.0,1.0,0.0,0.3779
0.764585,0.2174,0.5,0.5,0.764585,0.2174,0.0,1.0,0.3261,0.3636
0.811858,0.087,0.5,0.5,0.811858,0.087,0.0,1.0,0.1305,0.7211
0.758675,0.2609,0.5,0.5,0.758675,0.2609,0.0,1.0,0.3914,0.428
0.710107,0.1304,0.5,0.5,0.710107,0.1304,0.0,1.0,0.1956,0.3075
0.761066,0.087,0.5,0.5,0.761066,0.087,0.0,1.0,0.1305,0.1042
0.757518,0.087,0.5,0.5,0.757518,0.087,0.0,1.0,0.1305,0.7426
0.770742,0.0435,0.5,0.5,0.770742,0.0435,0.0,1.0,0.0653,0.3207
0.800783,0.1304,0.5,0.5,0.800783,0.1304,0.0,1.0,0.1956,0.2268
0.828299,0.087,0.5,0.5,0.828299,0.087,0.0,0.45,0.1305,0.907
0.805379,0.2609,0.5,0.5,0.805379,0.2609,0.0,1.0,0.3914,0.7426
0.780694,0.0435,0.5,0.5,0.780694,0.0435,0.0,1.0,0.0653,0.9499
0.819728,0.1739,0.5,0.5,0.819728,0.1739,0.0,1.0,0.2609,0.7354
0.73987,0.1304,0.5,0.5,0.73987,0.1304,0.0,1.0,0.1956,0.2288
0.742928,0.1739,0.5,0.5,0.742928,0.1739,0.0,1.0,0.2609,0.7926
0.802722,0.2174,0.5,0.5,0.802722,0.2174,0.0,1.0,0.3261,0.7283
0.775154,0.2609,0.5,0.5,0.775154,0.2609,0.0,1.0,0.3914,0.9785
0.809477,0.2174,0.5,0.5,0.809477,0.2174,0.0,1.0,0.3261,0.7855
0.847391,0.1304,0.5,0.5,0.847391,0.1304,0.0,1.0,0.1956,0.7283
0.838602,0.1304,0.5,0.5,0.838602,0.1304,0.0,0.45,0.1956,0.8284
0.775689,0.1304,0.5,0.5,0.775689,0.1304,0.0,1.0,0.1956,0.5495
0.833872,0.1739,0.5,0.5,0.833872,0.1739,0.0,1.0,0.2609,0.3708
0.824772,0.125,0.5,0.5,0.824772,0.125,0.0,1.0,0.1875,0.4686
0.816539,0.125,0.5,0.5,0.816539,0.125,0.0,1.0,0.1875,0.3791
0.77492,0.1562,0.5,0.5,0.77492,0.1562,0.0,1.0,0.2343,0.372
0.817813,0.0938,0.5,0.5,0.817813,0.0938,0.0,1.0,0.1407,0.0957
0.797274,0.1875,0.5,0.5,0.797274,0.1875,0.0,1.0,0.2812,0.6404
0.801936,0.125,0.5,0.5,0.801936,0.125,0.0,1.0,0.1875,0.3552
0.775135,0.0312,0.5,0.5,0.775135,0.0312,0.0,1.0,0.0468,0.2365
0.802478,0.1562,0.5,0.5,0.802478,0.1562,0.0,1.0,0.2343,0.6156
0.824741,0.125,0.5,0.5,0.824741,0.125,0.0,1.0,0.1875,0.6218
0.822017,0.1562,0.5,0.5,0.822017,0.1562,0.0,1.0,0.2343,0.5279
0.755695,0.2812,0.5,0.5,0.755695,0.2812,0.0,1.0,0.4218,0.8946
0.795125,0.0625,0.5,0.5,0.795125,0.0625,0.0,1.0,0.0938,0.3171
0.78629,0.125,0.5,0.5,0.78629,0.125,0.0,1.0,0.1875,0.55
0.794455,0.2188,0.5,0.5,0.794455,0.2188,0.0,1.0,0.3282,0.6271
0.814201,0.0312,0.5,0.5,0.814201,0.0312,0.0,1.0,0.0468,0.3038
0.793262,0.1562,0.5,0.5,0.793262,0.1562,0.0,1.0,0.2343,0.3614
0.802555,0.1875,0.5,0.5,0.802555,0.1875,0.0,1.0,0.2812,0.2958
0.81061,0.0312,0.5,0.5,0.81061,0.0312,0.0,1.0,0.0468,0.4632
0.823275,0.25,0.5,0.5,0.823275,0.25,0.0,1.0,0.375,0.705
0.795517,0.125,0.5,0.5,0.795517,0.125,0.0,1.0,0.1875,0.7892
0.818249,0.25,0.5,0.5,0.818249,0.25,0.0,1.0,0.375,0.388
0.780652,0.0312,0.5,0.5,0.780652,0.0312,0.0,1.0,0.0468,0.2329
0.803149,0.2812,0.5,0.5,0.803149,0.2812,0.0,1.0,0.4218,0.5438
0.752536,0.0938,0.5,0.5,0.752536,0.0938,0.0,1.0,0.1407,0.2374
0.800327,0.0938,0.5,0.5,0.800327,0.0938,0.0,0.45,0.1407,0.4482
0.850135,0.0938,0.5,0.5,0.850135,0.0938,0.0,1.0,0.1407,0.4314
0.789154,0.0,0.5,0.5,0.789154,0.0,0.0,1.0,0.0,0.4163
0.834033,0.125,0.5,0.5,0.834033,0.125,0.0,1.0,0.1875,0.504
0.78302,0.0625,0.5,0.5,0.78302,0.0625,0.0,1.0,0.0938,0.2861
0.797259,0.0938,0.5,0.5,0.797259,0.0938,0.0,1.0,0.1407,0.5412
0.818297,0.125,0.5,0.5,0.818297,0.125,0.0,1.0,0.1875,0.5492
0.794667,0.0625,0.5,0.5,0.794667,0.0625,0.0,1.0,0.0938,0.3012
0.803637,0.0938,0.5,0.5,0.803637,0.0938,0.0,1.0,0.1407,0.3694
0.814166,0.0938,0.5,0.5,0.814166,0.0938,0.0,1.0,0.1407,0.504
0.733975,0.0625,0.5,0.5,0.733975,0.0625,0.0,1.0,0.0938,0.194
0.797302,0.125,0.5,0.5,0.797302,0.125,0.0,0.8,0.1875,0.1081
0.816281,0.0312,0.5,0.5,0.816281,0.0312,0.0,1.0,0.0468,0.0877
0.814737,0.2188,0.5,0.5,0.814737,0.2188,0.0,1.0,0.3282,0.6094
0.832931,0.0312,0.5,0.5,0.832931,0.0312,0.0,0.8,0.0468,0.6368
0.791742,0.125,0.5,0.5,0.791742,0.125,0.0,1.0,0.1875,0.4446
0.772974,0.0938,0.5,0.5,0.772974,0.0938,0.0,1.0,0.1407,0.566
0.87299,0.25,0.5,0.5,0.87299,0.25,0.0,1.0,0.375,0.7236
0.784086,0.1562,0.5,0.5,0.784086,0.1562,0.0,1.0,0.2343,0.2453
0.80946,0.125,0.5,0.5,0.80946,0.125,0.0,1.0,0.1875,0.5182
0.795795,0.2812,0.5,0.5,0.795795,0.2812,0.0,1.0,0.4218,0.6466
0.800636,0.0938,0.5,0.5,0.800636,0.0938,0.0,1.0,0.1407,0.4686
0.755902,0.0938,0.5,0.5,0.755902,0.0938,0.0,0.8,0.1407,0.1621
0.841998,0.1875,0.5,0.5,0.841998,0.1875,0.0,1.0,0.2812,0.4154
0.823217,0.0625,0.5,0.5,0.823217,0.0625,0.0,1.0,0.0938,0.4322
0.792826,0.0625,0.5,0.5,0.792826,0.0625,0.0,1.0,0.0938,0.473
0.800807,0.0938,0.5,0.5,0.800807,0.0938,0.0,1.0,0.1407,0.5368
0.806855,0.0312,0.5,0.5,0.806855,0.0312,0.0,1.0,0.0468,0.566
0.843587,0.0312,0.5,0.5,0.843587,0.0312,0.0,1.0,0.0468,0.597
0.809113,0.0938,0.5,0.5,0.809113,0.0938,0.0,1.0,0.1407,0.4066
0.813412,0.1875,0.5,0.5,0.813412,0.1875,0.0,1.0,0.2812,0.4721
0.808238,0.0938,0.5,0.5,0.808238,0.0938,0.0,1.0,0.1407,0.4907
0.764783,0.0312,0.5,0.5,0.764783,0.0312,0.0,0.8,0.0468,0.085
0.790588,0.0938,0.5,0.5,0.790588,0.0938,0.0,1.0,0.1407,0.2205
0.803169,0.0938,0.5,0.5,0.803169,0.0938,0.0,1.0,0.1407,0.4402
0.832921,0.125,0.5,0.5,0.832921,0.125,0.0,1.0,0.1875,0.5961
0.797279,0.0938,0.5,0.5,0.797279,0.0938,0.0,1.0,0.1407,0.504
0.792211,0.0312,0.5,0.5,0.792211,0.0312,0.0,1.0,0.0468,0.0824
0.778468,0.2812,0.5,0.5,0.778468,0.2812,0.0,1.0,0.4218,0.5164
0.781136,0.0312,0.5,0.5,0.781136,0.0312,0.0,1.0,0.0468,0.4048
0.787419,0.0625,0.5,0.5,0.787419,0.0625,0.0,1.0,0.0938,0.318
0.817969,0.0625,0.5,0.5,0.817969,0.0625,0.0,1.0,0.0938,0.295
0.802579,0.0312,0.5,0.5,0.802579,0.0312,0.0,1.0,0.0468,0.2374
0.81103,0.0938,0.5,0.5,0.81103,0.0938,0.0,1.0,0.1407,0.1771
0.764847,0.1562,0.5,0.5,0.764847,0.1562,0.0,1.0,0.2343,0.209
0.790307,0.2188,0.5,0.5,0.790307,0.2188,0.0,0.8,0.3282,0.6714
0.694926,0.1562,0.5,0.5,0.694926,0.1562,0.0,1.0,0.2343,0.3012
0.785033,0.0625,0.5,0.5,0.785033,0.0625,0.0,1.0,0.0938,0.2055
0.789214,0.1875,0.5,0.5,0.789214,0.1875,0.0,0.8,0.2812,0.3322
0.815842,0.1875,0.5,0.5,0.815842,0.1875,0.0,1.0,0.2812,0.5775
0.753325,0.0938,0.5,0.5,0.753325,0.0938,0.0,1.0,0.1407,0.1931
0.834874,0.1562,0.5,0.5,0.834874,0.1562,0.0,1.0,0.2343,0.4562
0.779015,0.0938,0.5,0.5,0.779015,0.0938,0.0,1.0,0.1407,0.4783
0.809626,0.0,0.5,0.5,0.809626,0.0,0.0,1.0,0.0,0.4942
0.763299,0.1875,0.5,0.5,0.763299,0.1875,0.0,0.45,0.2812,0.4128
0.792339,0.1875,0.5,0.5,0.792339,0.1875,0.0,1.0,0.2812,0.4996
0.768321,0.0938,0.5,0.5,0.768321,0.0938,0.0,0.8,0.1407,0.4039
0.80664,0.2188,0.5,0.5,0.80664,0.2188,0.0,1.0,0.3282,0.4872
0.756194,0.125,0.5,0.5,0.756194,0.125,0.0,1.0,0.1875,0.5306
0.781686,0.1875,0.5,0.5,0.781686,0.1875,0.0,1.0,0.2812,0.4756
0.809656,0.0312,0.5,0.5,0.809656,0.0312,0.0,1.0,0.0468,0.2081
0.778505,0.3438,0.5,0.5,0.778505,0.3438,0.0,1.0,0.5157,0.597
0.717774,0.1562,0.5,0.5,0.717774,0.1562,0.0,1.0,0.2343,0.5492
0.790811,0.0625,0.5,0.5,0.790811,0.0625,0.0,1.0,0.0938,0.3764
0.864413,0.0,0.5,0.5,0.864413,0.0,0.0,1.0,0.0,0.5058
0.811251,0.0938,0.5,0.5,0.811251,0.0938,0.0,1.0,0.1407,0.6953
0.754992,0.125,0.5,0.5,0.754992,0.125,0.0,1.0,0.1875,0.2932
0.804574,0.0312,0.5,0.5,0.804574,0.0312,0.0,1.0,0.0468,0.3144
0.777044,0.2188,0.5,0.5,0.777044,0.2188,0.0,0.45,0.3282,0.5598
0.810308,0.1562,0.5,0.5,0.810308,0.1562,0.0,1.0,0.2343,0.6032
0.758101,0.1562,0.5,0.5,0.758101,0.1562,0.0,1.0,0.2343,0.6466
0.787696,0.125,0.5,0.5,0.787696,0.125,0.0,1.0,0.1875,0.5252
0.788256,0.0312,0.5,0.5,0.788256,0.0312,0.0,1.0,0.0468,0.1807
0.787951,0.1875,0.5,0.5,0.787951,0.1875,0.0,1.0,0.2812,0.4136
0.785262,0.0625,0.5,0.5,0.785262,0.0625,0.0,1.0,0.0938,0.4792
0.82248,0.2188,0.5,0.5,0.82248,0.2188,0.0,1.0,0.3282,0.7582
0.805047,0.0938,0.5,0.5,0.805047,0.0938,0.0,1.0,0.1407,0.4172
0.814114,0.125,0.5,0.5,0.814114,0.125,0.0,1.0,0.1875,0.5058
0.809562,0.0606,0.5,0.5,0.809562,0.0606,0.0,1.0,0.0909,0.4789
0.824736,0.0303,0.5,0.5,0.824736,0.0303,0.0,0.8,0.0455,0.3015
0.79254,0.0909,0.5,0.5,0.79254,0.0909,0.0,1.0,0.1363,0.316
0.772799,0.0303,0.5,0.5,0.772799,0.0303,0.0,1.0,0.0455,0.2024
0.785322,0.0606,0.5,0.5,0.785322,0.0606,0.0,1.0,0.0909,0.2176
0.805409,0.0,0.5,0.5,0.805409,0.0,0.0,1.0,0.0,0.5031
0.814025,0.0606,0.5,0.5,0.814025,0.0606,0.0,1.0,0.0909,0.2924
0.80486,0.0,0.5,0.5,0.80486,0.0,0.0,0.45,0.0,0.2626
0.847644,0.0303,0.5,0.5,0.847644,0.0303,0.0,1.0,0.0455,0.2772
0.768449,0.0303,0.5,0.5,0.768449,0.0303,0.0,1.0,0.0455,0.2315
0.806292,0.0,0.5,0.5,0.806292,0.0,0.0,1.0,0.0,0.2003
0.767375,0.0606,0.5,0.5,0.767375,0.0606,0.0,1.0,0.0909,0.2772
0.787479,0.0303,0.5,0.5,0.787479,0.0303,0.0,1.0,0.0455,0.1351
0.8114,0.0303,0.5,0.5,0.8114,0.0303,0.0,1.0,0.0455,0.2821
0.831996,0.0,0.5,0.5,0.831996,0.0,0.0,1.0,0.0,0.3403
0.734705,0.0303,0.5,0.5,0.734705,0.0303,0.0,1.0,0.0455,0.1102
0.81037,0.0,0.5,0.5,0.81037,0.0,0.0,1.0,0.0,0.1878
0.810357,0.0,0.5,0.5,0.810357,0.0,0.0,1.0,0.0,0.3597
0.78885,0.0909,0.5,0.5,0.78885,0.0909,0.0,1.0,0.1363,0.2024
0.817552,0.0909,0.5,0.5,0.817552,0.0909,0.0,1.0,0.1363,0.3479
0.745394,0.0,0.5,0.5,0.745394,0.0,0.0,1.0,0.0,0.2335
0.818732,0.0606,0.5,0.5,0.818732,0.0606,0.0,1.0,0.0909,0.3361
0.8275,0.0303,0.5,0.5,0.8275,0.0303,0.0,1.0,0.0455,0.3015
0.791868,0.0606,0.5,0.5,0.791868,0.0606,0.0,1.0,0.0909,0.2557
0.796052,0.0,0.5,0.5,0.796052,0.0,0.0,1.0,0.0,0.535
0.780047,0.0606,0.5,0.5,0.780047,0.0606,0.0,0.45,0.0909,0.3583
0.820039,0.0606,0.5,0.5,0.820039,0.0606,0.0,1.0,0.0909,0.1691
0.803218,0.0303,0.5,0.5,0.803218,0.0303,0.0,1.0,0.0455,0.2994
0.797259,0.0909,0.5,0.5,0.797259,0.0909,0.0,1.0,0.1363,0.1691
0.789025,0.0,0.5,0.5,0.789025,0.0,0.0,1.0,0.0,0.2848
0.755271,0.0,0.5,0.5,0.755271,0.0,0.0,1.0,0.0,0.246
0.806124,0.1212,0.5,0.5,0.806124,0.1212,0.0,1.0,0.1818,0.4061
0.736094,0.0606,0.5,0.5,0.736094,0.0606,0.0,1.0,0.0909,0.2592
0.688091,0.0,0.5,0.5,0.688091,0.0,0.0,1.0,0.0,0.2606
0.811162,0.0606,0.5,0.5,0.811162,0.0606,0.0,0.8,0.0909,0.194
0.777635,0.0606,0.5,0.5,0.777635,0.0606,0.0,1.0,0.0909,0.2606
0.811747,0.0606,0.5,0.5,0.811747,0.0606,0.0,1.0,0.0909,0.5807
0.784578,0.0303,0.5,0.5,0.784578,0.0303,0.0,1.0,0.0455,0.131
0.812573,0.0,0.5,0.5,0.812573,0.0,0.0,1.0,0.0,0.2481
0.807199,0.0303,0.5,0.5,0.807199,0.0303,0.0,1.0,0.0455,0.1836
0.797552,0.0606,0.5,0.5,0.797552,0.0606,0.0,1.0,0.0909,0.2654
0.814689,0.0909,0.5,0.5,0.814689,0.0909,0.0,1.0,0.1363,0.2024
0.786327,0.0909,0.5,0.5,0.786327,0.0909,0.0,1.0,0.1363,0.2869
0.806005,0.0,0.5,0.5,0.806005,0.0,0.0,1.0,0.0,0.2148
0.761672,0.0303,0.5,0.5,0.761672,0.0303,0.0,0.45,0.0455,0.2772
0.815413,0.0303,0.5,0.5,0.815413,0.0303,0.0,1.0,0.0455,0.3818
0.796012,0.0303,0.5,0.5,0.796012,0.0303,0.0,1.0,0.0455,0.2772
0.767039,0.0303,0.5,0.5,0.767039,0.0303,0.0,1.0,0.0455,0.2626
0.822711,0.0,0.5,0.5,0.822711,0.0,0.0,1.0,0.0,0.2481
0.811816,0.0606,0.5,0.5,0.811816,0.0606,0.0,1.0,0.0909,0.2703
0.836464,0.0303,0.5,0.5,0.836464,0.0303,0.0,0.8,0.0455,0.2723
0.799692,0.0606,0.5,0.5,0.799692,0.0606,0.0,1.0,0.0909,0.2432
0.807792,0.0,0.5,0.5,0.807792,0.0,0.0,1.0,0.0,0.3382
0.777954,0.0,0.5,0.5,0.777954,0.0,0.0,1.0,0.0,0.2869
0.780368,0.0606,0.5,0.5,0.780368,0.0606,0.0,1.0,0.0909,0.3354
0.791784,0.0,0.5,0.5,0.791784,0.0,0.0,0.8,0.0,0.2315
0.824311,0.0,0.5,0.5,0.824311,0.0,0.0,1.0,0.0,0.2703
0.791754,0.0606,0.5,0.5,0.791754,0.0606,0.0,1.0,0.0909,0.3091
0.778584,0.0303,0.5,0.5,0.778584,0.0303,0.0,1.0,0.0455,0.183
0.783909,0.0606,0.5,0.5,0.783909,0.0606,0.0,1.0,0.0909,0.2772
0.783212,0.0606,0.5,0.5,0.783212,0.0606,0.0,1.0,0.0909,0.3285
0.786131,0.0606,0.5,0.5,0.786131,0.0606,0.0,1.0,0.0909,0.2315
0.789409,0.0606,0.5,0.5,0.789409,0.0606,0.0,0.45,0.0909,0.2703
0.79261,0.0909,0.5,0.5,0.79261,0.0909,0.0,1.0,0.1363,0.5177
0.743679,0.0303,0.5,0.5,0.743679,0.0303,0.0,1.0,0.0455,0.3597
0.81059,0.0303,0.5,0.5,0.81059,0.0303,0.0,1.0,0.0455,0.219
0.775285,0.0,0.5,0.5,0.775285,0.0,0.0,1.0,0.0,0.1961
0.777559,0.0303,0.5,0.5,0.777559,0.0303,0.0,0.45,0.0455,0.246
0.79535,0.0303,0.5,0.5,0.79535,0.0303,0.0,1.0,0.0455,0.28
0.808185,0.0,0.5,0.5,0.808185,0.0,0.0,0.8,0.0,0.2481
0.801132,0.0606,0.5,0.5,0.801132,0.0606,0.0,1.0,0.0909,0.246
0.811828,0.1515,0.5,0.5,0.811828,0.1515,0.0,1.0,0.2273,0.2412
0.797336,0.0606,0.5,0.5,0.797336,0.0606,0.0,1.0,0.0909,0.2474
0.791812,0.1212,0.5,0.5,0.791812,0.1212,0.0,1.0,0.1818,0.4324
0.774346,0.0909,0.5,0.5,0.774346,0.0909,0.0,1.0,0.1363,0.2204
0.794113,0.0909,0.5,0.5,0.794113,0.0909,0.0,1.0,0.1363,0.2467
0.827243,0.0303,0.5,0.5,0.827243,0.0303,0.0,1.0,0.0455,0.2003
0.762566,0.0,0.5,0.5,0.762566,0.0,0.0,1.0,0.0,0.3091
0.805135,0.1212,0.5,0.5,0.805135,0.1212,0.0,1.0,0.1818,0.28
0.786715,0.0303,0.5,0.5,0.786715,0.0303,0.0,1.0,0.0455,0.4837
0.791003,0.0606,0.5,0.5,0.791003,0.0606,0.0,1.0,0.0909,0.2315
0.793586,0.0303,0.5,0.5,0.793586,0.0303,0.0,1.0,0.0455,0.2606
0.781422,0.0,0.5,0.5,0.781422,0.0,0.0,1.0,0.0,0.1164
0.780826,0.0909,0.5,0.5,0.780826,0.0909,0.0,0.45,0.1363,0.1622
0.703145,0.0606,0.5,0.5,0.703145,0.0606,0.0,1.0,0.0909,0.203
0.730579,0.0303,0.5,0.5,0.730579,0.0303,0.0,1.0,0.0455,0.192
0.753585,0.0303,0.5,0.5,0.753585,0.0303,0.0,1.0,0.0455,0.2252
0.729013,0.0606,0.5,0.5,0.729013,0.0606,0.0,1.0,0.0909,0.1975
0.746992,0.0606,0.5,0.5,0.746992,0.0606,0.0,1.0,0.0909,0.2432
0.754671,0.0909,0.5,0.5,0.754671,0.0909,0.0,1.0,0.1363,0.2772
0.787001,0.0303,0.5,0.5,0.787001,0.0303,0.0,0.45,0.0455,0.2315
0.748862,0.0,0.5,0.5,0.748862,0.0,0.0,1.0,0.0,0.1975
0.749879,0.0606,0.5,0.5,0.749879,0.0606,0.0,1.0,0.0909,0.2252
0.781516,0.0303,0.5,0.5,0.781516,0.0303,0.0,1.0,0.0455,0.2564
0.774333,0.0303,0.5,0.5,0.774333,0.0303,0.0,1.0,0.0455,0.35
0.756989,0.1212,0.5,0.5,0.756989,0.1212,0.0,1.0,0.1818,0.5634
0.74258,0.0909,0.5,0.5,0.74258,0.0909,0.0,1.0,0.1363,0.1788
0.766619,0.0303,0.5,0.5,0.766619,0.0303,0.0,1.0,0.0455,0.2481
0.73674,0.0606,0.5,0.5,0.73674,0.0606,0.0,0.45,0.0909,0.1975
0.780977,0.1212,0.5,0.5,0.780977,0.1212,0.0,1.0,0.1818,0.2675
0.756838,0.0909,0.5,0.5,0.756838,0.0909,0.0,1.0,0.1363,0.2772
0.691336,0.0909,0.5,0.5,0.691336,0.0909,0.0,1.0,0.1363,0.1455
0.755511,0.0303,0.5,0.5,0.755511,0.0303,0.0,1.0,0.0455,0.3645
0.75674,0.0606,0.5,0.5,0.75674,0.0606,0.0,1.0,0.0909,0.2315
0.784808,0.0606,0.5,0.5,0.784808,0.0606,0.0,1.0,0.0909,0.1629
0.773228,0.0606,0.5,0.5,0.773228,0.0606,0.0,1.0,0.0909,0.1746
0.791456,0.0606,0.5,0.5,0.791456,0.0606,0.0,1.0,0.0909,0.3209
0.812707,0.0909,0.5,0.5,0.812707,0.0909,0.0,1.0,0.1363,0.2467
0.756071,0.0303,0.5,0.5,0.756071,0.0303,0.0,1.0,0.0455,0.1622
0.749383,0.0606,0.5,0.5,0.749383,0.0606,0.0,1.0,0.0909,0.1913
0.720768,0.0303,0.5,0.5,0.720768,0.0303,0.0,1.0,0.0455,0.1933
0.763261,0.0,0.5,0.5,0.763261,0.0,0.0,1.0,0.0,0.1767
0.804748,0.0909,0.5,0.5,0.804748,0.0909,0.0,0.8,0.1363,0.3063
0.789038,0.0,0.5,0.5,0.789038,0.0,0.0,1.0,0.0,0.2266
0.782536,0.0,0.5,0.5,0.782536,0.0,0.0,1.0,0.0,0.2585
0.757763,0.0303,0.5,0.5,0.757763,0.0303,0.0,1.0,0.0455,0.2772
0.73164,0.0,0.5,0.5,0.73164,0.0,0.0,1.0,0.0,0.2141
0.860999,0.3,0.5,0.5,0.860999,0.3,0.0,1.0,0.45,0.7471
0.826158,0.2667,0.5,0.5,0.826158,0.2667,0.0,1.0,0.4001,0.887
0.88136,0.2,0.5,0.5,0.88136,0.2,0.0,1.0,0.3,0.7579
0.836129,0.1667,0.5,0.5,0.836129,0.1667,0.0,1.0,0.25,0.7502
0.872761,0.0333,0.5,0.5,0.872761,0.0333,0.0,1.0,0.05,0.5081
0.918932,0.3,0.5,0.5,0.918932,0.3,0.0,1.0,0.45,0.9354
0.872737,0.0667,0.5,0.5,0.872737,0.0667,0.0,1.0,0.1001,0.5081
0.891694,0.2667,0.5,0.5,0.891694,0.2667,0.0,0.45,0.4001,0.5511
0.852857,0.1667,0.5,0.5,0.852857,0.1667,0.0,1.0,0.25,0.6264
0.867049,0.1333,0.5,0.5,0.867049,0.1333,0.0,1.0,0.2,0.7794
0.846324,0.0667,0.5,0.5,0.846324,0.0667,0.0,1.0,0.1001,0.3989
0.826769,0.1333,0.5,0.5,0.826769,0.1333,0.0,1.0,0.2,0.6587
0.794638,0.2,0.5,0.5,0.794638,0.2,0.0,1.0,0.3,0.6072
0.839664,0.1667,0.5,0.5,0.839664,0.1667,0.0,1.0,0.25,0.8117
0.845583,0.1667,0.5,0.5,0.845583,0.1667,0.0,1.0,0.25,0.731
0.853982,0.1333,0.5,0.5,0.853982,0.1333,0.0,1.0,0.2,0.342
0.900026,0.1667,0.5,0.5,0.900026,0.1667,0.0,1.0,0.25,0.9193
0.830958,0.1,0.5,0.5,0.830958,0.1,0.0,1.0,0.15,0.5457
0.856746,0.1667,0.5,0.5,0.856746,0.1667,0.0,1.0,0.25,0.7902
0.869989,0.1333,0.5,0.5,0.869989,0.1333,0.0,1.0,0.2,0.7095
0.918944,0.3,0.5,0.5,0.918944,0.3,0.0,1.0,0.45,0.8278
0.860842,0.1,0.5,0.5,0.860842,0.1,0.0,1.0,0.15,0.6964
0.855566,0.2,0.5,0.5,0.855566,0.2,0.0,1.0,0.3,0.7041
0.881827,0.2333,0.5,0.5,0.881827,0.2333,0.0,1.0,0.3499,0.8709
0.837268,0.1333,0.5,0.5,0.837268,0.1333,0.0,1.0,0.2,0.9301
0.844236,0.3,0.5,0.5,0.844236,0.3,0.0,1.0,0.45,0.8009
0.822536,0.0667,0.5,0.5,0.822536,0.0667,0.0,1.0,0.1001,0.8655
0.907319,0.3,0.5,0.5,0.907319,0.3,0.0,1.0,0.45,0.6049
0.841361,0.1,0.5,0.5,0.841361,0.1,0.0,1.0,0.15,0.6164
0.84639,0.2,0.5,0.5,0.84639,0.2,0.0,1.0,0.3,0.648
0.830867,0.0667,0.5,0.5,0.830867,0.0667,0.0,1.0,0.1001,0.3182
0.888837,0.1333,0.5,0.5,0.888837,0.1333,0.0,1.0,0.2,0.4151
0.862001,0.2,0.5,0.5,0.862001,0.2,0.0,1.0,0.3,0.7202
0.829327,0.2667,0.5,0.5,0.829327,0.2667,0.0,1.0,0.4001,0.8547
0.810131,0.0667,0.5,0.5,0.810131,0.0667,0.0,1.0,0.1001,0.1299
0.830039,0.2,0.5,0.5,0.830039,0.2,0.0,1.0,0.3,0.8601
0.873238,0.2667,0.5,0.5,0.873238,0.2667,0.0,1.0,0.4001,0.618
0.801709,0.1,0.5,0.5,0.801709,0.1,0.0,1.0,0.15,0.5304
0.878931,0.0333,0.5,0.5,0.878931,0.0333,0.0,1.0,0.05,0.6833
0.912187,0.2667,0.5,0.5,0.912187,0.2667,0.0,1.0,0.4001,0.804
0.892991,0.3,0.5,0.5,0.892991,0.3,0.0,1.0,0.45,0.9354
0.883796,0.3,0.5,0.5,0.883796,0.3,0.0,1.0,0.45,0.8332
0.876765,0.2,0.5,0.5,0.876765,0.2,0.0,1.0,0.3,0.8278
0.859039,0.1333,0.5,0.5,0.859039,0.1333,0.0,1.0,0.2,0.5865
0.876386,0.2,0.5,0.5,0.876386,0.2,0.0,1.0,0.3,0.7018
0.855391,0.1667,0.5,0.5,0.855391,0.1667,0.0,1.0,0.25,0.7041
0.771139,0.1333,0.5,0.5,0.771139,0.1333,0.0,1.0,0.2,0.7633
0.865702,0.1333,0.5,0.5,0.865702,0.1333,0.0,1.0,0.2,0.7848
0.814319,0.1667,0.5,0.5,0.814319,0.1667,0.0,1.0,0.25,0.6995
0.790832,0.1,0.5,0.5,0.790832,0.1,0.0,1.0,0.15,0.731
0.848812,0.3333,0.5,0.5,0.848812,0.3333,0.0,1.0,0.5,0.774
0.91285,0.1,0.5,0.5,0.91285,0.1,0.0,1.0,0.15,0.8547
0.852129,0.3333,0.5,0.5,0.852129,0.3333,0.0,1.0,0.5,0.7148
0.850871,0.2333,0.5,0.5,0.850871,0.2333,0.0,1.0,0.3499,0.6749
0.879325,0.3333,0.5,0.5,0.879325,0.3333,0.0,1.0,0.5,0.8063
0.872249,0.2,0.5,0.5,0.872249,0.2,0.0,1.0,0.3,0.6503
0.885473,0.2,0.5,0.5,0.885473,0.2,0.0,1.0,0.3,0.8493
0.868961,0.1333,0.5,0.5,0.868961,0.1333,0.0,1.0,0.2,0.6556
0.844906,0.1333,0.5,0.5,0.844906,0.1333,0.0,1.0,0.2,0.8709
